29.448,15.5,10.87,193.54,0.00
29.448,14.0,9.82,214.28,0.00
23.888,11.4,8.00,213.46,0.00
23.888,12.8,8.98,190.12,0.00
14.798,7.4,5.19,203.71,0.00
14.798,8.4,5.89,179.46,0.00
19.448,10.4,7.29,190.50,0.00
19.448,9.0,6.31,220.13,0.00
