29.448,15.5,0.22,9.68,0.00
29.448,14.0,0.20,10.71,0.00
23.888,11.4,0.16,10.67,0.00
23.888,12.8,0.18,9.51,0.00
14.798,7.4,0.10,10.19,0.00
14.798,8.4,0.12,8.97,0.00
19.448,10.4,0.15,9.52,0.00
19.448,9.0,0.13,11.01,0.00
